iter	Logloss
262	0.3513464949
263	0.3508862881
264	0.3505865179
265	0.3500536804
266	0.3496919192
267	0.3492531217
268	0.3489342708
269	0.3484859267
270	0.3480965832
271	0.3476655607
272	0.3471582166
273	0.3468100845
274	0.3463818432
275	0.3457488419
276	0.3452697303
277	0.3445943475
278	0.3443585583
279	0.3437358905
280	0.3434334098
281	0.3428921012
282	0.3426081091
283	0.3422674469
284	0.3419317852
285	0.341571288
286	0.3411313531
287	0.3409640034
288	0.3405619696
289	0.3399034185
290	0.3392574886
291	0.3389328782
292	0.3385810958
293	0.3379870649
294	0.3373270635
295	0.3368992448
296	0.336534867
297	0.3362354614
298	0.3359769261
299	0.3356688383
300	0.3351661332
301	0.3348416214
302	0.3345297558
303	0.3343359155
304	0.3337512932
305	0.3333774038
306	0.3329597894
307	0.3324828465
308	0.3320547431
309	0.331571415
310	0.331346861
311	0.3306683352
312	0.3302726696
313	0.3300157177
314	0.3296499971
315	0.3291636957
316	0.3286550248
317	0.3284291359
318	0.327884878
319	0.3275054271
320	0.327163742
321	0.3269351272
322	0.3264665768
323	0.3259694848
324	0.325493663
325	0.3249448942
326	0.324446042
327	0.3241484043
328	0.3238199576
329	0.3233212457
330	0.3229371895
331	0.322290315
332	0.3220027577
333	0.3215490526
334	0.3212375232
335	0.3210955401
336	0.320741678
337	0.3203762289
338	0.3199158088
339	0.3195125711
340	0.3190425051
341	0.3187500189
342	0.318352732
343	0.3181089199
344	0.317673618
345	0.317273194
346	0.3170575868
347	0.3165704923
348	0.3163178581
349	0.3157446505
350	0.3154429722
351	0.3150277546
352	0.3147541504
353	0.3142187233
354	0.3137887751
355	0.3133817856
356	0.3131105565
357	0.3128427466
358	0.3123792878
359	0.3121439991
360	0.3116558267
361	0.3112438301
362	0.3109518317
363	0.3106868404
364	0.3103675639
365	0.3099368965
366	0.3096284657
367	0.3093054164
368	0.3088277488
369	0.3085880536
370	0.3081500417
371	0.3077685752
372	0.3075297395
373	0.3071925874
374	0.3067784782
375	0.3063931643
376	0.3059192098
377	0.3055571784
378	0.3051361575
379	0.3046323791
380	0.3042592722
381	0.3041516273
382	0.3038966365
383	0.3034100884
384	0.3032270318
385	0.302973842
386	0.3025594841
387	0.3021723576
388	0.3017728121
389	0.3013976475
390	0.3009719969
391	0.3006798102
392	0.3003884141
393	0.3000779255
394	0.2996518003
395	0.2991953964
396	0.2989534928
397	0.2985642859
398	0.2981656134
399	0.2978700475
400	0.2974211022
401	0.2968538454
402	0.2964263088
403	0.2958832711
404	0.2956475784
405	0.2952769246
406	0.295089717
407	0.2947780375
408	0.2944535203
409	0.2942707754
410	0.2939963028
411	0.2937488692
412	0.2936115989
413	0.2933290026
414	0.2929637687
415	0.2924070266
416	0.2918985444
417	0.2915570074
418	0.2912467398
419	0.2907752372
420	0.2903454759
421	0.2899652009
422	0.2896337641
423	0.2892826751
424	0.289094948
425	0.2887435583
426	0.2884246621
427	0.2880407857
428	0.2877340423
429	0.287408824
430	0.2870764162
431	0.2868769891
432	0.2866001442
433	0.2863147735
434	0.2861383442
435	0.2858745597
436	0.2856440599
437	0.285265549
438	0.2850171178
439	0.2846730969
440	0.2843466886
441	0.2841299485
442	0.2838917219
443	0.2837079291
444	0.2832875762
445	0.2829731084
446	0.2826920696
447	0.2822905253
448	0.282174942
449	0.2819629976
450	0.2815870919
451	0.2812801253
452	0.2808551558
453	0.2805592928
454	0.2802418703
455	0.2799185832
456	0.2795184571
457	0.2792196095
458	0.2789717782
459	0.278438551
460	0.2781545654
461	0.2778096272
462	0.2774728566
463	0.2770796064
464	0.2767577082
465	0.2762764357
466	0.2758875054
467	0.2756336652
468	0.2752929952
469	0.2748458255
470	0.2745572255
471	0.2741951903
472	0.2740443864
473	0.2736163711
474	0.273310158
475	0.2730606995
476	0.2728429671
477	0.2723825325
478	0.2720314764
479	0.2718058759
480	0.2715167851
481	0.2711341237
482	0.2708821061
483	0.270703688
484	0.2703477099
485	0.2700227622
486	0.2698065804
487	0.2695013763
488	0.2691620655
489	0.2689040179
490	0.2685760417
491	0.268253179
492	0.2680710134
493	0.2676881217
494	0.2673612671
495	0.2670987251
496	0.2667602354
497	0.2665494669
498	0.2661860337
499	0.2658810902
500	0.2655891177
501	0.2653939494
502	0.2650784794
503	0.2647415842
504	0.2643853472
505	0.2638946923
506	0.2635858219
507	0.2633343937
508	0.2630361967
509	0.2626779621
510	0.262532748
511	0.2623073346
512	0.2620100909
513	0.2617768482
514	0.2613995853
515	0.2611884262
516	0.2610296683
517	0.2608141765
518	0.2604905448
519	0.2601419642
520	0.2598145494
521	0.2594027386
522	0.2590880597
523	0.2588828556
524	0.2587242459
525	0.258328093
526	0.2580323844
527	0.2577764506
528	0.2574963155
529	0.2572305437
530	0.2567448397
531	0.2563817201
532	0.2561632118
533	0.255832997
534	0.255436689
535	0.2552079705
536	0.2549222519
537	0.2546276119
538	0.2543315034
539	0.254161698
540	0.253877343
541	0.2536859773
542	0.2533482047
543	0.2531303788
544	0.2526832047
545	0.2524059294
546	0.2521285217
547	0.2518355661
548	0.2515749447
549	0.2512793667
550	0.2510762217
551	0.2507680678
552	0.2504616182
553	0.2501114651
554	0.2498496785
555	0.249630835
556	0.2494056993
557	0.2492417405
558	0.2491612122
559	0.2489101753
560	0.2487173707
561	0.2484454502
562	0.2481334226
563	0.2478346018
564	0.2475825129
565	0.2473247755
566	0.2470907992
567	0.2468341124
568	0.2466141232
569	0.2463203137
570	0.2460173646
571	0.2455826689
572	0.2453242264
573	0.2450033651
574	0.2448182007
575	0.2445808283
576	0.244371151
577	0.2441511123
578	0.2437323613
579	0.2434669337
580	0.2431349104
581	0.2428649845
582	0.2425391836
583	0.2423291572
584	0.2421405068
585	0.2420433959
586	0.2418992893
587	0.2415662981
588	0.2412540701
589	0.2408938072
590	0.240329555
591	0.2401034077
592	0.2399033135
593	0.2395796176
594	0.2393462627
595	0.2391065877
596	0.23875599
597	0.2384906402
598	0.2380550503
599	0.2377619136
600	0.2374218236
601	0.2370278131
602	0.2367877092
603	0.2363428352
604	0.2359866617
605	0.2357685396
606	0.235620064
607	0.2354739622
608	0.2352475109
609	0.2350204971
610	0.2346747247
611	0.2343620317
612	0.2341185794
613	0.2339164249
614	0.2336689486
615	0.2333238809
616	0.2330881044
617	0.2327626611
618	0.2323053583
619	0.2321905324
620	0.2319491168
621	0.231624111
622	0.2313804446
623	0.231126616
624	0.2308589241
625	0.2305989219
626	0.2303559097
627	0.2301235944
628	0.2298748122
629	0.2294914924
630	0.2292818004
631	0.2290418265
632	0.2287017626
633	0.2284449292
634	0.2282377385
635	0.2279358737
636	0.2276317949
637	0.2271999149
638	0.2270124114
639	0.2266906026
640	0.2263438853
641	0.2260766592
642	0.2257971755
643	0.2254499496
644	0.2251703263
645	0.2248315561
646	0.2245521326
647	0.2243130205
648	0.2240077767
649	0.2238117888
650	0.2234838064
651	0.2232404602
652	0.2228559712
653	0.2225802797
654	0.2223064397
655	0.2218880707
656	0.221602302
657	0.2213016519
658	0.2210003407
659	0.2208497789
660	0.2205433185
661	0.2203685563
662	0.2200336788
663	0.2198600315
664	0.2196302571
665	0.2194110416
666	0.2192189597
667	0.2190703588
668	0.2188408142
669	0.218555676
670	0.2183299911
671	0.2179962158
672	0.2177408979
673	0.2174386222
674	0.2171394496
675	0.2168519438
676	0.2165981453
677	0.2163550788
678	0.2161747088
679	0.2158698337
680	0.2156143585
681	0.215321747
682	0.2150864458
683	0.2148893084
684	0.2147034752
685	0.2144815514
686	0.2142132403
687	0.2139571893
688	0.2137720987
689	0.2135943401
690	0.2132673176
691	0.2130928784
692	0.212925253
693	0.2126975744
694	0.2123897663
695	0.2121658566
696	0.2119320604
697	0.2118041705
698	0.2115246024
699	0.2112301671
700	0.2110789661
701	0.2108032984
702	0.2104694547
703	0.2102429243
704	0.2099920057
705	0.2096912182
706	0.2093524082
707	0.2091096425
708	0.20891366
709	0.2087226572
710	0.2085804674
711	0.2083875326
712	0.2080921049
713	0.2079179527
714	0.2076824362
715	0.2076585496
716	0.2075452476
717	0.2072986545
718	0.2070766941
719	0.2069689273
720	0.2066747163
721	0.206560053
722	0.2063426288
723	0.2061428342
724	0.2059558352
725	0.205727698
726	0.205472977
727	0.2052605979
728	0.2049866644
729	0.2047212694
730	0.2044177397
731	0.2041741163
732	0.2039081958
733	0.2036071307
734	0.2033276649
735	0.2031040498
736	0.2028936715
737	0.2026374479
738	0.2023561261
739	0.2020533579
740	0.2018403046
741	0.2016782213
742	0.201406731
743	0.2012822477
744	0.2009777178
745	0.2006864106
746	0.2004413947
747	0.2002433416
748	0.1999509346
749	0.1998045914
750	0.1996314946
751	0.1995081034
752	0.1994177286
753	0.1991290075
754	0.1989729363
755	0.1987858682
756	0.1986444843
757	0.1984415586
758	0.1982508521
759	0.1980728592
760	0.1978599277
761	0.1975174301
762	0.1973367148
763	0.197203928
764	0.196972276
765	0.1967789424
766	0.1965828365
767	0.1962760377
768	0.1959917777
769	0.195735093
770	0.1956064979
771	0.1954734793
772	0.1953279063
773	0.1951584313
774	0.1948196008
775	0.1946156268
776	0.1945698728
777	0.194342649
778	0.1940347828
779	0.1937628602
780	0.1935778723
781	0.1933295236
782	0.1930946757
783	0.1928137331
784	0.1926142168
785	0.192508768
786	0.1923353004
787	0.1921297531
788	0.1919153326
789	0.19167844
790	0.1914867436
791	0.1912333553
792	0.1910086637
793	0.1908804944
794	0.190563868
795	0.1903549484
796	0.1901770737
797	0.1899583499
798	0.1898179415
799	0.1896141138
800	0.1894886652
801	0.1893015837
802	0.1890475855
803	0.1887735794
804	0.1886232693
805	0.1885301461
806	0.1883724757
807	0.188146217
808	0.1879188792
809	0.1877495305
810	0.1875149385
811	0.1873718138
812	0.1871132778
813	0.1868579808
814	0.1866210286
815	0.1863089064
816	0.1861551309
817	0.1859115397
818	0.1855901465
819	0.1854088794
820	0.1851455283
821	0.1849799363
822	0.1847577183
823	0.184489188
824	0.1842620629
825	0.1840511574
826	0.1839103306
827	0.1837371161
828	0.1834655727
829	0.1832566947
830	0.1830187859
831	0.1827958439
832	0.1826346944
833	0.1825171948
834	0.1822588736
835	0.1820409199
836	0.1817527937
837	0.1815378375
838	0.1813605212
839	0.181148837
840	0.1809610607
841	0.1807676603
842	0.1805947129
843	0.1802803408
844	0.1801554328
845	0.1799706186
846	0.1798175238
847	0.1796335789
848	0.1794548133
849	0.1792082347
850	0.1789782206
851	0.1787417886
852	0.1786158132
853	0.1784436244
854	0.1783327491
855	0.1781613054
856	0.1780518806
857	0.1778916045
858	0.1777192684
859	0.1775258283
860	0.1772885745
861	0.1770794647
862	0.1768660769
863	0.1766691511
864	0.1765199731
865	0.1763594154
866	0.1761629354
867	0.1760222901
868	0.1758172044
869	0.1756996426
870	0.1755858308
871	0.1753290767
872	0.1751613015
873	0.1749722385
874	0.1748534231
875	0.1746990112
876	0.1744723393
877	0.1742946014
878	0.174146048
879	0.1740227482
880	0.1739732699
881	0.173770577
882	0.1736509341
883	0.173537786
884	0.1733831519
885	0.173238014
886	0.17307714
887	0.1728811741
888	0.1727097811
889	0.1724353352
890	0.1723748282
891	0.1722663568
892	0.1720686052
893	0.1718863772
894	0.1716297782
895	0.1715002446
896	0.1714133488
897	0.1712280884
898	0.1710865304
899	0.1708569087
900	0.1706843448
901	0.1706037273
902	0.170447056
903	0.1702571822
904	0.1699665377
905	0.1697819036
906	0.1696270974
907	0.1694506873
908	0.1692840002
909	0.1691469673
910	0.1688760819
911	0.1687233617
912	0.168562042
913	0.1684286908
914	0.1682610138
915	0.1680944409
916	0.1679290827
917	0.1677288961
918	0.1677058973
919	0.1675917255
920	0.1674822547
921	0.1672921304
922	0.1671557621
923	0.1669477116
924	0.1667770461
925	0.166571596
926	0.1664417551
927	0.1663005965
928	0.1661544716
929	0.1659697772
930	0.1658993853
931	0.1657363556
932	0.1655541777
933	0.1653411895
934	0.1651358215
935	0.1649453786
936	0.1648055534
937	0.1645639358
938	0.1643392081
939	0.1641699235
940	0.1639648406
941	0.1637973081
942	0.1636308918
943	0.1634246243
944	0.1632516568
945	0.1630160473
946	0.1629367416
947	0.1628113896
948	0.1626169007
949	0.1624643923
950	0.1622347071
951	0.162028768
952	0.1618765317
953	0.1616786821
954	0.1615473257
955	0.1613530922
956	0.1611438815
957	0.1609517689
958	0.1608279467
959	0.1606594395
960	0.1605384586
961	0.1602751191
962	0.1601098999
963	0.1599450398
964	0.1598035277
965	0.159578228
966	0.1594763536
967	0.1592694918
968	0.1590516432
969	0.1588843183
970	0.1586869062
971	0.1585230876
972	0.1583619455
973	0.1582157409
974	0.1581161323
975	0.1579554269
976	0.1577466671
977	0.1575718733
978	0.1574104792
979	0.1571921089
980	0.1570471771
981	0.1568810565
982	0.1567679304
983	0.1567038183
984	0.1564710359
985	0.1562043708
986	0.1560168577
987	0.1559160752
988	0.1557202397
989	0.1555223115
990	0.1553390125
991	0.1550935771
992	0.1549594144
993	0.1547929578
994	0.1545908314
995	0.1544476349
996	0.154310636
997	0.1541523147
998	0.1540146736
999	0.1538514342
